collection,index,category,filename,commons_title,commons_page,source_url,author,license,license_url,description,original_width,original_height,saved_width,saved_height,sha256,phash,quality_score
luxury_motivation,94,penthouse,visual-harvest-400/luxury_motivation/094_penthouse_entrance-state-office-building-wilson-street-madison-wi-52745054826.jpg,"File:Entrance, State Office Building, Wilson Street, Madison, WI (52745054826).jpg","https://commons.wikimedia.org/wiki/File:Entrance,_State_Office_Building,_Wilson_Street,_Madison,_WI_(52745054826).jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Entrance%2C_State_Office_Building%2C_Wilson_Street%2C_Madison%2C_WI_%2852745054826%29.jpg/1920px-Entrance%2C_State_Office_Building%2C_Wilson_Street%2C_Madison%2C_WI_%2852745054826%29.jpg,"Warren LeMay from Covington, KY, United States",CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,"Built in 1930 and expanded in 1938 and 1959, this Art Deco-style 11-story office building was designed by Arthur Peabody to house various government offices for the State of Wisconsin. The building’s north wing was constructed first, with the central wing being completed in 1938-1939, utilizing funds from the New Deal-era Public Works Administration (PWA), and the south wing in 1956-1959. Despite the long time span from the building’s origins to its completion, very few of the decorative details were changed and remained remarkably consistent despite the rise of the modernist movement and the Art Deco style falling out of favor by the time the south wing was completed, which in most circumstances led to buildings with portions that did not match the original vision. The building was apparently despised by Frank Lloyd Wright, whom called it a “monstrosity to anyone who thinks” and went on to call the City of Madison a “provincial capitol” that was “neither scholarly or gentlemanly.” Nevertheless, the building is a popular and generally well-liked building by the citizens of Madison. The building is the tallest office building in Downtown Madison, owing to its location close to Lake Monona, which includes a two-story podium that has a parking area on the roof, and the building sits right at the 187-foot height limit imposed throughout Downtown Madison to not block views of the State Capitol dome. The building is faced with gray granite blocks and is E-shaped, with a tall 11-story tower in the center flanked by two wings of six and seven stories that are at equal height, with the adjacent street sloping downwards along the width of the building’s facade. The stone blocks are mostly unadorned, but the building’s east and west wings feature intricately carved reliefs on the spandrel between the first and second floors, in the spandrel between the fourth and fifth floor, in a ribbon on the sixth floor between window openings, and on the parapet, with additional decorative reliefs over the entrance doors and decorative pilasters with acroterions at the top that run between the paired windows on the second, third, and fourth floors. The eleven-story central wing features a band of decorative carved reliefs at the spandrel between the second and third floors, at the spandrel between the sixth and seventh floors, at the spandrel between the eighth and ninth floors, between window openings on the tenth floor, and around the top of the parapet on the tower and on the penthouse, with decorative Egyptian-inspired columns flanking the front entrance, and pilasters between paired windows on the third through eighth floors that terminate at acroterions on the ninth floor. The tower tapers at the eleventh floor to a narrower parapet, with the windows arranged in pairs at recessed portions of the facade that align with the smaller parapet above rather than the larger structure below. The building’s entrance doors are made of bronze with bronze Art Deco-style sconces on the east and west wings and an art deco chandelier at the main entrance at the base of the tower. The main entrance in the tower features a large transom with decorative bronze trim and a carved decorative stone trim surround, decorative lamppost fixtures flanking the window bays on either side of the doorway, featuring shields with the state motto, “Forward,” emblazoned on them, and is somewhat repeated on the west wing, though simplified, with the original entrance in the east wing being the smallest of the three entrances, with only a pair of doors in an unadorned recessed opening The windows on the “shaft” portion of the building’s design composition often feature recessed black-painted spandrel panels, with the windows at the top and bottom not including this feature. The decorative trim work continues around the side of the building and onto the rear facade facing Lake Monona, but is absent from the two light wells that flank the central tower, where portions of the facade are instead faced with buff brick, though still featuring the same fenestration pattern. The two wings also feature recessed penthouses faced in buff brick, with the east wing’s penthouse being added with the 1938-1939 construction of the tower wing and being smaller than the penthouse atop the later west wing. The interior of the building is mostly modernized and relatively unremarkable office space that has been modified in multiple renovations. However, the main lobby features beautiful and colorful terrazzo floors, multi-colored marble wall cladding, bronze railings, fixtures, doors, and trim, decorative trim on the ceiling, including shell and floral motifs, and geometric chevron motifs. The space has been extensively described in publications and articles, but it appears that no images of it exist or are available, which sadly makes this treasure something that the public is unable to enjoy or appreciate. The building was listed on the National Register of Historic Places in 1982, and today houses the offices for multiple departments of the State of Wisconsin. The building has undergone renovations and restorations in the past four decades, which have retained its beautiful exterior and most notable interior spaces, while allowing it to meet the needs of the state’s office workers.",4032,3024,1400,1050,ee8ee102bd8ee9fedcaeac5e29511b1443ca1e6fdc6ae3ab416c0c67c2e38cad,ab832b2b29c79927,44.172
luxury_motivation,95,penthouse,visual-harvest-400/luxury_motivation/095_penthouse_entrance-state-office-building-wilson-street-madison-wi-52745310529.jpg,"File:Entrance, State Office Building, Wilson Street, Madison, WI (52745310529).jpg","https://commons.wikimedia.org/wiki/File:Entrance,_State_Office_Building,_Wilson_Street,_Madison,_WI_(52745310529).jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Entrance%2C_State_Office_Building%2C_Wilson_Street%2C_Madison%2C_WI_%2852745310529%29.jpg/1920px-Entrance%2C_State_Office_Building%2C_Wilson_Street%2C_Madison%2C_WI_%2852745310529%29.jpg,"Warren LeMay from Covington, KY, United States",CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,"Built in 1930 and expanded in 1938 and 1959, this Art Deco-style 11-story office building was designed by Arthur Peabody to house various government offices for the State of Wisconsin. The building’s north wing was constructed first, with the central wing being completed in 1938-1939, utilizing funds from the New Deal-era Public Works Administration (PWA), and the south wing in 1956-1959. Despite the long time span from the building’s origins to its completion, very few of the decorative details were changed and remained remarkably consistent despite the rise of the modernist movement and the Art Deco style falling out of favor by the time the south wing was completed, which in most circumstances led to buildings with portions that did not match the original vision. The building was apparently despised by Frank Lloyd Wright, whom called it a “monstrosity to anyone who thinks” and went on to call the City of Madison a “provincial capitol” that was “neither scholarly or gentlemanly.” Nevertheless, the building is a popular and generally well-liked building by the citizens of Madison. The building is the tallest office building in Downtown Madison, owing to its location close to Lake Monona, which includes a two-story podium that has a parking area on the roof, and the building sits right at the 187-foot height limit imposed throughout Downtown Madison to not block views of the State Capitol dome. The building is faced with gray granite blocks and is E-shaped, with a tall 11-story tower in the center flanked by two wings of six and seven stories that are at equal height, with the adjacent street sloping downwards along the width of the building’s facade. The stone blocks are mostly unadorned, but the building’s east and west wings feature intricately carved reliefs on the spandrel between the first and second floors, in the spandrel between the fourth and fifth floor, in a ribbon on the sixth floor between window openings, and on the parapet, with additional decorative reliefs over the entrance doors and decorative pilasters with acroterions at the top that run between the paired windows on the second, third, and fourth floors. The eleven-story central wing features a band of decorative carved reliefs at the spandrel between the second and third floors, at the spandrel between the sixth and seventh floors, at the spandrel between the eighth and ninth floors, between window openings on the tenth floor, and around the top of the parapet on the tower and on the penthouse, with decorative Egyptian-inspired columns flanking the front entrance, and pilasters between paired windows on the third through eighth floors that terminate at acroterions on the ninth floor. The tower tapers at the eleventh floor to a narrower parapet, with the windows arranged in pairs at recessed portions of the facade that align with the smaller parapet above rather than the larger structure below. The building’s entrance doors are made of bronze with bronze Art Deco-style sconces on the east and west wings and an art deco chandelier at the main entrance at the base of the tower. The main entrance in the tower features a large transom with decorative bronze trim and a carved decorative stone trim surround, decorative lamppost fixtures flanking the window bays on either side of the doorway, featuring shields with the state motto, “Forward,” emblazoned on them, and is somewhat repeated on the west wing, though simplified, with the original entrance in the east wing being the smallest of the three entrances, with only a pair of doors in an unadorned recessed opening The windows on the “shaft” portion of the building’s design composition often feature recessed black-painted spandrel panels, with the windows at the top and bottom not including this feature. The decorative trim work continues around the side of the building and onto the rear facade facing Lake Monona, but is absent from the two light wells that flank the central tower, where portions of the facade are instead faced with buff brick, though still featuring the same fenestration pattern. The two wings also feature recessed penthouses faced in buff brick, with the east wing’s penthouse being added with the 1938-1939 construction of the tower wing and being smaller than the penthouse atop the later west wing. The interior of the building is mostly modernized and relatively unremarkable office space that has been modified in multiple renovations. However, the main lobby features beautiful and colorful terrazzo floors, multi-colored marble wall cladding, bronze railings, fixtures, doors, and trim, decorative trim on the ceiling, including shell and floral motifs, and geometric chevron motifs. The space has been extensively described in publications and articles, but it appears that no images of it exist or are available, which sadly makes this treasure something that the public is unable to enjoy or appreciate. The building was listed on the National Register of Historic Places in 1982, and today houses the offices for multiple departments of the State of Wisconsin. The building has undergone renovations and restorations in the past four decades, which have retained its beautiful exterior and most notable interior spaces, while allowing it to meet the needs of the state’s office workers.",2907,3877,1050,1400,9f61ac64e37e96f591fcd39f4db01b96aaafdbd977e62f78629e49d9c728573a,a2a22719a7d719a7,42.017
luxury_motivation,96,grand-tourer,visual-harvest-400/luxury_motivation/096_grand-tourer_1951-nash-healey-luxury-sports-gran-turismo-car-at-rambler-ranch-4of6.jpg,File:1951 Nash-Healey luxury sports gran turismo car at Rambler Ranch 4of6.jpg,https://commons.wikimedia.org/wiki/File:1951_Nash-Healey_luxury_sports_gran_turismo_car_at_Rambler_Ranch_4of6.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/1951_Nash-Healey_luxury_sports_gran_turismo_car_at_Rambler_Ranch_4of6.jpg/1920px-1951_Nash-Healey_luxury_sports_gran_turismo_car_at_Rambler_Ranch_4of6.jpg,"CZmarlin — Christopher Ziemnowicz, a photo credit would be appreciated if this image is used anywhere other than Wikipedia. Please also include the location of the image: the Rambler Ranch collection in Elizabeth, Colorado. See: https://www.ramblerranch.com",CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"1951 Nash-Healey a luxury sports gran turismo car. It has a Nash Ambassador drivetrain (inline six-cylinder OHV 234.8 cu in (3.85 L) engine and a three-speed manual transmission with overdrive) and a handmade European chassis and body. Marketed in the United States by Nash-Kelvinator as a halo vehicle to promote sales of the other Nash models in North America. One of the hundreds of historic cars at the Rambler Ranch. The collection is located at 36370 Forest Trail, Elizabeth, CO 80107 -- see: https://www.ramblerranch.com -- The visit was part of the 2021 American Motors Owners (AMO) convention held in Colorado Springs, Colorado.",4032,3024,1400,1050,b093b97d08473807bb2799cace582d0ab7ce43d56d85c38de6214281e36018a4,f789cbe982492738,55.197
luxury_motivation,97,grand-tourer,visual-harvest-400/luxury_motivation/097_grand-tourer_2018-cadillac-ct6-premium-luxury-awd-super-cruise-front-right-cropped.jpg,"File:2018 Cadillac CT6 Premium Luxury AWD Super Cruise, front right (cropped).jpg","https://commons.wikimedia.org/wiki/File:2018_Cadillac_CT6_Premium_Luxury_AWD_Super_Cruise,_front_right_(cropped).jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/2018_Cadillac_CT6_Premium_Luxury_AWD_Super_Cruise%2C_front_right_%28cropped%29.jpg/1920px-2018_Cadillac_CT6_Premium_Luxury_AWD_Super_Cruise%2C_front_right_%28cropped%29.jpg,Mr.choppers,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"A 2018 Cadillac CT6 Premium Luxury AWD Super Cruise in Dark Adriatic Blue Metallic with Platinum interior. 3.6-liter V6, 8-speed auto, model code 6KL69.",5045,2229,1400,618,04ddd26ac85be13a1b70c54b296b2ea354c3906379bcc452ca634fc7e58bf376,bb99c966a6334a62,43.701
luxury_motivation,98,grand-tourer,visual-harvest-400/luxury_motivation/098_grand-tourer_1966-amc-ambassador-990-convertible-in-balboa-aqua-and-aqua-interior-a.jpg,File:1966 AMC Ambassador 990 convertible in Balboa Aqua and aqua interior at Rambler Ranch 4of5.jpg,https://commons.wikimedia.org/wiki/File:1966_AMC_Ambassador_990_convertible_in_Balboa_Aqua_and_aqua_interior_at_Rambler_Ranch_4of5.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/1966_AMC_Ambassador_990_convertible_in_Balboa_Aqua_and_aqua_interior_at_Rambler_Ranch_4of5.jpg/1920px-1966_AMC_Ambassador_990_convertible_in_Balboa_Aqua_and_aqua_interior_at_Rambler_Ranch_4of5.jpg,"CZmarlin — Christopher Ziemnowicz, a photo credit would be appreciated if this image is used anywhere other than Wikipedia. Please also include the location of the image: the Rambler Ranch collection in Elizabeth, Colorado. See: https://www.ramblerranch.com",CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"1966 AMC Ambassador 990 convertible in finished in Balboa Aqua with a matching aqua interior. This car has the standard 50-50 individually adjustable and reclining front seats, AMC's 327 cu in (5.4 L) V8 engine, factory air conditioning, power windows, wire wheel covers, and an AM/FM radio among its luxury features. Built by American Motors Corporation (AMC), the 1966 Ambassadors received minor design changes and additional convenience options compared to the previous year. A new convertible model was introduced for 1966. However, the Ambassador line dropped the historic Rambler nameplate as the luxurious full-sized models were now marketed as the ""AMC Ambassador"". Photographed at the Rambler Ranch collection (address: 36370 Forest Trail, Elizabeth, CO 80107) that was on a tour as part of the 2021 American Motors Owners (AMO) convention held in Colorado Springs, Colorado, USA.",4032,3024,1400,1050,f74f5f928cbea6492e24c9601a104c6de2a0a2d5256ec95a207c353ccfb9c3c3,9f60813e7e3e34e0,48.346
luxury_motivation,99,grand-tourer,visual-harvest-400/luxury_motivation/099_grand-tourer_2018-cadillac-ct6-premium-luxury-awd-super-cruise-rear-right.jpg,"File:2018 Cadillac CT6 Premium Luxury AWD Super Cruise, rear right.jpg","https://commons.wikimedia.org/wiki/File:2018_Cadillac_CT6_Premium_Luxury_AWD_Super_Cruise,_rear_right.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/2018_Cadillac_CT6_Premium_Luxury_AWD_Super_Cruise%2C_rear_right.jpg/1920px-2018_Cadillac_CT6_Premium_Luxury_AWD_Super_Cruise%2C_rear_right.jpg,Mr.choppers,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"A 2018 Cadillac CT6 Premium Luxury AWD Super Cruise in Dark Adriatic Blue Metallic with Platinum interior. 3.6-liter V6, 8-speed auto, model code 6KL69.",5432,3240,1400,835,7f67b1b6af6212b3dd7571f3772800969089cd9bd5056ee36588a96c5536e616,efc7972c6067c013,41.714
luxury_motivation,100,grand-tourer,visual-harvest-400/luxury_motivation/100_grand-tourer_2018-cadillac-ct6-premium-luxury-awd-super-cruise-rear-right-cropped.jpg,"File:2018 Cadillac CT6 Premium Luxury AWD Super Cruise, rear right (cropped).jpg","https://commons.wikimedia.org/wiki/File:2018_Cadillac_CT6_Premium_Luxury_AWD_Super_Cruise,_rear_right_(cropped).jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/2018_Cadillac_CT6_Premium_Luxury_AWD_Super_Cruise%2C_rear_right_%28cropped%29.jpg/1920px-2018_Cadillac_CT6_Premium_Luxury_AWD_Super_Cruise%2C_rear_right_%28cropped%29.jpg,Mr.choppers,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"A 2018 Cadillac CT6 Premium Luxury AWD Super Cruise in Dark Adriatic Blue Metallic with Platinum interior. 3.6-liter V6, 8-speed auto, model code 6KL69.",5292,2496,1400,661,b6e8f71343e00add854c850a736389c2c3a0a8facd427193fe6f37822a3da0c3,efc3972c744d5320,42.135
luxury_motivation,101,grand-tourer,visual-harvest-400/luxury_motivation/101_grand-tourer_lexus-lx-600-ultra-luxury-j310-interior-2.jpg,File:LEXUS LX 600 ULTRA LUXURY (J310) INTERIOR (2).jpg,https://commons.wikimedia.org/wiki/File:LEXUS_LX_600_ULTRA_LUXURY_(J310)_INTERIOR_(2).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/LEXUS_LX_600_ULTRA_LUXURY_%28J310%29_INTERIOR_%282%29.jpg/1920px-LEXUS_LX_600_ULTRA_LUXURY_%28J310%29_INTERIOR_%282%29.jpg,Dinkun Chen,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,LEXUS LX 600 ULTRA LUXURY (J310) INTERIOR,5464,8192,934,1400,1600bb69768d66d78964b7b8f585a2ad058cd2bc921a5af0338484fa185fb85d,cb563dc9748b50c5,38.976
luxury_motivation,102,grand-tourer,visual-harvest-400/luxury_motivation/102_grand-tourer_1964-rambler-ambassador-990-h-in-black-and-white-with-red-interior-at-.jpg,File:1964 Rambler Ambassador 990 H in black and white with red interior at 2017 AMO meet 14of16.jpg,https://commons.wikimedia.org/wiki/File:1964_Rambler_Ambassador_990_H_in_black_and_white_with_red_interior_at_2017_AMO_meet_14of16.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/1964_Rambler_Ambassador_990_H_in_black_and_white_with_red_interior_at_2017_AMO_meet_14of16.jpg/1920px-1964_Rambler_Ambassador_990_H_in_black_and_white_with_red_interior_at_2017_AMO_meet_14of16.jpg,"CZmarlin — Christopher Ziemnowicz, a photo credit would be appreciated if this image is used anywhere other than Wikipedia.",CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,"1964 Rambler Ambassador 990-H finished in black with a white roof and a red interior. The 990-H model was the top-of-the-line Ambassador built by American Motors Corporation (AMC). This is a two-door hardtop (no B-pillar) luxury car. Standard on all 99-H models was AMC's 327 cu in (5.4 L) V8 engine and a premium interior with reclining front bucket seats as well as front and rear center armrests. This car has the factory console-mounted automatic transmission gear shifter, adjustable tilting steering wheel, and an AM-FM radio with a ""Vibra Tone"" rear speaker control. Photographs were taken during the American Motors Owners (AMO) convention and car show that was held in Gettysburg, Pennsylvania, that was organized by the Potomac Ramblers Club.",3264,2448,1400,1050,c83729db67a5f34a2590dcd933579716bf95dbfd37fe644138b6bf1434f01a91,bce0e38d9990a7c9,44.869
luxury_motivation,103,grand-tourer,visual-harvest-400/luxury_motivation/103_grand-tourer_2026-lexus-rx-450h-interior.jpg,File:2026 Lexus RX 450h+ Interior.jpg,https://commons.wikimedia.org/wiki/File:2026_Lexus_RX_450h%2B_Interior.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/2026_Lexus_RX_450h%2B_Interior.jpg/1920px-2026_Lexus_RX_450h%2B_Interior.jpg,Szeremeta,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,A 2026 Lexus RX 450h+ Luxury trim with a Macadamia semi-aniline leather and Ash Bamboo trim interior,8256,5504,1400,933,a100e1d785605771f98940cb6736efd548da6a53bc1857596d73a68709801dfa,99e7d02bdc1cca85,44.733
luxury_motivation,104,hotel,visual-harvest-400/luxury_motivation/104_hotel_lobby-royal-hawaiian-hotel-kalakaua-avenue-waikiki-honolulu-hi.jpg,"File:Lobby, Royal Hawaiian Hotel, Kalakaua Avenue, Waikiki, Honolulu, HI.jpg","https://commons.wikimedia.org/wiki/File:Lobby,_Royal_Hawaiian_Hotel,_Kalakaua_Avenue,_Waikiki,_Honolulu,_HI.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Lobby%2C_Royal_Hawaiian_Hotel%2C_Kalakaua_Avenue%2C_Waikiki%2C_Honolulu%2C_HI.jpg/1920px-Lobby%2C_Royal_Hawaiian_Hotel%2C_Kalakaua_Avenue%2C_Waikiki%2C_Honolulu%2C_HI.jpg,w_lemay,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,"Opened in 1927, this Spanish Colonial Revival-style hotel was designed by Warren & Wetmore for the Territorial Hotel Company as a luxury resort hotel for tourists, and was heavily inspired by the work of Rudolph Valentino. One of the most iconic buildings on Waikiki, the hotel has evolved over time due to changes in social attitudes, expectations, and economic conditions, but the original building in the complex is very well preserved. Replacing the previous Honolulu Seaside Hotel, which opened around the turn of the 20th Century, and was originally surrounded by a 15-acre garden, with the H-shaped hotel featuring 400 rooms with bathrooms and balconies, and opened to great fanfare on February 1, 1927, with a black tie gala attended by 1,200 guests commemorating the occasion. The Territorial Hotel Company went bankrupt during the Great Depression, with ownership then coming under the Matson Navigation Company in 1932. The hotel continued to serve well-heeled visitors until World War II, when it was utilized as an R&R Center by the United States Military, and was surrounded by a Concertina wire barricade during this time. Following the end of the war, the hotel resumed its normal service, and regained its status as a popular accommodation for wealthy and well-to-do travelers. In 1959, the hotel was sold to Sheraton Hotels and Resorts by Matson, which divested itself from its Waikiki hotels at this time. The hotel features a picturesquely asymmetrical pink stucco-clad exterior with a low-slope roof enclosed by a low parapet wall at the perimeter, green tile hipped roofs on some of the towers, lanais with arched openings and orthogonal columns, decorative trimwork at the towers, corners, and gable parapets of the building, a large Spanish Mission belfry atop a tower at the center of the building, a smaller belfry on a corner tower on the land side of the building, and potted plants in curved notches in the rooftop parapets. The building’s interior features a long corridor on the first floor open to the ocean with decorative pilasters, textured plaster walls and ceilings, arches, and tile floors, a lobby with arches, columns, pilasters, and wainscoting, staircases with quarry tile risers and treads, decorative painted Spanish-style ceilings with decorative beams in the lounge on the ocean side of the hotel, and beautiful stone floors on the lanais around the building’s exterior. The building was extended in the mid-20th Century with the addition of a series of one-story wings housing the monarch room and additional service and amenity space on the ocean side of the hotel, as well as the addition of the modern Royal Hawaiian Tower Wing in 1969 immediately Diamond Head of the historic hotel, which features a small pool in the courtyard between it and the older hotel building. The hotel was purchased in 1974 by Kyo-ya Company Ltd, led by Japanese businessmen Kenji Osano and Masakuni Osano, and was later inherited by Takamasa Osano. In 1980, the Royal Hawaiian Center was opened along the Kalakaua Avenue frontage of the hotel property, housing various retail and restaurant offerings in the increasingly built-up Waikiki. The hotel was extensively renovated between 2008 and 2010, restoring the exterior and common spaces, and updating the guest accommodations. One of the most iconic hotel properties in Hawaii and in the United States as a whole, the Royal Hawaiian is a member of the Historic Hotels of America, though it is not listed on the National Register of Historic Places. The hotel remains one of the most prestigious hotels in Hawaii, and has been nicknamed the ""The Pink Palace of the Pacific"" for its color and distinctive architecture.",4032,3024,1400,1050,e29e21d9b96201fa2346aa1ca4e886203605cb49ea01d289e9a487e58353e1ab,ef94618aa9df2621,45.526
luxury_motivation,105,hotel,visual-harvest-400/luxury_motivation/105_hotel_lobby-arizona-biltmore-hotel-missouri-ave-biltmore-area-phoenix-az-544.jpg,"File:Lobby, Arizona Biltmore Hotel, Missouri Ave, Biltmore Area, Phoenix, AZ - 54437952319.jpg","https://commons.wikimedia.org/wiki/File:Lobby,_Arizona_Biltmore_Hotel,_Missouri_Ave,_Biltmore_Area,_Phoenix,_AZ_-_54437952319.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Lobby%2C_Arizona_Biltmore_Hotel%2C_Missouri_Ave%2C_Biltmore_Area%2C_Phoenix%2C_AZ_-_54437952319.jpg/1920px-Lobby%2C_Arizona_Biltmore_Hotel%2C_Missouri_Ave%2C_Biltmore_Area%2C_Phoenix%2C_AZ_-_54437952319.jpg,w_lemay,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,"Built in 1927-1929, this Mayan Revival-style building was designed by Albert Chase McArthur for his brothers, Warren McArthur, Jr., and Charles McArthur, along with John McEntee Bowman to serve as a winter resort hotel in Arizona, part of the Biltmore chain of hotels. The hotel operated until 1973, when it suffered a fire, which required it to close for repairs. Following its reopening, the hotel underwent several expansions with the addition of new buildings between 1975 and 1982, designed by Taliesin Associated Architects. The buildings are built of custom patterned cast concrete blocks, known as “textile blocks,” a system developed by Frank Lloyd Wright in the 1920s, which Wright consulted on during the construction of the hotel in 1928. The hotel consists of multiple buildings surrounding a series of grassy, landscaped courtyards, ranging in size from small cottages to larger guest room wings, with the largest wings being the main wing, which houses guest rooms in addition to the hotel’s lobby, lounges, meeting rooms, and restaurants, and the conference center, which sits west of the main wing. The buildings feature textured concrete block facades with metal-frame casement windows, bronze roofs and trim, and boxy, geometric forms. The interior of the main wing features concrete block walls with decorative metal accents, boxy light fixtures, a fountain in the front section of the lobby, vaulted ceilings in the meeting rooms, a two-story main lobby ringed by a second-story balcony, and stained glass panels designed by Frank Lloyd Wright and installed during renovations after the 1973 fire. Today, the building complex remains in use as a luxury resort hotel.",5372,4029,1400,1050,ae8565b12028f08d91c1996ecc7b4e809875f5a1ee36c66465151b1468508daa,a2319ddd2b0aba2d,32.899
luxury_motivation,106,hotel,visual-harvest-400/luxury_motivation/106_hotel_lobby-arizona-biltmore-hotel-missouri-ave-biltmore-area-phoenix-az-544.jpg,"File:Lobby, Arizona Biltmore Hotel, Missouri Ave, Biltmore Area, Phoenix, AZ - 54437763806.jpg","https://commons.wikimedia.org/wiki/File:Lobby,_Arizona_Biltmore_Hotel,_Missouri_Ave,_Biltmore_Area,_Phoenix,_AZ_-_54437763806.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Lobby%2C_Arizona_Biltmore_Hotel%2C_Missouri_Ave%2C_Biltmore_Area%2C_Phoenix%2C_AZ_-_54437763806.jpg/1920px-Lobby%2C_Arizona_Biltmore_Hotel%2C_Missouri_Ave%2C_Biltmore_Area%2C_Phoenix%2C_AZ_-_54437763806.jpg,w_lemay,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,"Built in 1927-1929, this Mayan Revival-style building was designed by Albert Chase McArthur for his brothers, Warren McArthur, Jr., and Charles McArthur, along with John McEntee Bowman to serve as a winter resort hotel in Arizona, part of the Biltmore chain of hotels. The hotel operated until 1973, when it suffered a fire, which required it to close for repairs. Following its reopening, the hotel underwent several expansions with the addition of new buildings between 1975 and 1982, designed by Taliesin Associated Architects. The buildings are built of custom patterned cast concrete blocks, known as “textile blocks,” a system developed by Frank Lloyd Wright in the 1920s, which Wright consulted on during the construction of the hotel in 1928. The hotel consists of multiple buildings surrounding a series of grassy, landscaped courtyards, ranging in size from small cottages to larger guest room wings, with the largest wings being the main wing, which houses guest rooms in addition to the hotel’s lobby, lounges, meeting rooms, and restaurants, and the conference center, which sits west of the main wing. The buildings feature textured concrete block facades with metal-frame casement windows, bronze roofs and trim, and boxy, geometric forms. The interior of the main wing features concrete block walls with decorative metal accents, boxy light fixtures, a fountain in the front section of the lobby, vaulted ceilings in the meeting rooms, a two-story main lobby ringed by a second-story balcony, and stained glass panels designed by Frank Lloyd Wright and installed during renovations after the 1973 fire. Today, the building complex remains in use as a luxury resort hotel.",4284,5712,1050,1400,e7c96a75b8a5e0bcb1091a651f6345582a5d855106b0e1ec7275ed28bf2b4a88,d3ecb38258d68599,53.611
